name,is_business,license_number,type,company,city,state,zip,county,licensed_since,expires,disciplined
Capital Real Estate Parnters Llc,True,481012845,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Capital Real Estate Parnters Llc,Wheaton,IL,60187,Dupage,03/07/2018,10/31/2026,N
Knodle Realty Group Llc,True,481012850,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Knodle Realty Group Llc,Machesney Park,IL,61115,Winnebago,03/19/2018,10/31/2026,N
Sharpe Real Estate Llc,True,481012858,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Brenda Young Real Estate,Carthage,IL,62321,Hancock,04/05/2018,10/31/2026,N
Real Estate Direct Llc,True,481012881,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Real Estate Direct Llc,Glen Carbon,IL,62034,Madison,06/08/2018,10/31/2026,N
Krgw Realty Llc,True,481012900,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Krgw Realty Llc,Brookfield,IL,60513,Cook,07/03/2018,10/31/2026,N
Avitia Real Estate Llc,True,481012906,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Avitia Real Estate Llc,St Charles,IL,60175,Kane,07/11/2018,10/31/2026,N
Extreme Realty Llc,True,481012931,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Extreme Realty Llc,Forest Park,IL,60130,,08/13/2018,10/31/2026,N
"Rll Real Estate, Llc",True,481012961,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Rll Real Estate, Llc",Elburn,IL,60119,Kane,09/20/2018,10/31/2026,N
Idcrealty Llc,True,481012967,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Idcrealty Llc,Niles,IL,60714,Cook,10/01/2018,10/31/2026,N
Fifth Street Realty Llc,True,481012987,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Fifth Street Realty Llc,Chicago,IL,60630,Cook,10/19/2018,10/31/2026,N
"Opulence Professional Realty, Llc",True,481012996,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Opulence Professional Realty, Llc",Aurora,IL,60504,Kane,10/29/2018,10/31/2026,N
Regency Real Estate Services Llc,True,481013000,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Regency Real Estate Services Llc,Mount Prospect,IL,60056,Cook,11/01/2018,10/31/2026,N
Transparent Real Estate Llc,True,481013013,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Transparent Real Estate Llc,Belleville,IL,62223,Saint Clair,12/04/2018,10/31/2026,N
"Smr Consulting Group, Llc",True,481013057,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,William Scott Realty,Naperville,IL,60540,Dupage,02/25/2019,10/31/2026,N
"Grabelli, Llc",True,481013069,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Orion Real Property Services Llc,Chicago,IL,60631,Cook,03/07/2019,10/31/2026,N
Legends Realty Group Dba Remax Legends,True,481013079,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Re/Max Legends,Oakbrook Terrace,IL,60181,Dupage,03/26/2019,10/31/2026,N
Breneman Realty Llc,True,481013106,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Breneman Realty Llc,Chicago,IL,60607,Cook,05/21/2019,10/31/2026,N
Shawnee Hills Real Estate Llc,True,481013113,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Shawnee Hills Real Estate Llc,Jonesboro,IL,62952,,05/30/2019,10/31/2026,N
"Horvath & Tremblay Il, Llc",True,481013116,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Horvath & Tremblay Il, Llc",Chicago,IL,60601,Cook,06/03/2019,10/31/2026,N
Wussow Consulting Llc,True,481013118,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Wussow Consulting Llc,Lake Bluff,IL,60044,,06/04/2019,10/31/2026,N
"Cross Realty Group, Llc",True,481013136,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Cross Realty Group, Llc",Crete,IL,60417,Will,06/21/2019,10/31/2026,N
Chicago Pm Llc,True,481013157,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Svn Chicago Pm Llc,Chicago,IL,60607,Cook,07/26/2019,10/31/2026,N
Charter Oak Realty Llc,True,481013168,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Charter Oak Realty Llc,Dahinda,IL,61428,Knox,08/15/2019,10/31/2026,N
Lake Homes Realty Llc,True,481013191,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Lake Homes Realty Llc,Fox Lake,IL,60020,,10/22/2019,10/31/2026,N
Kindred 3 Real Estate Services,True,481013199,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Kindred 3 Real Estate Services,Chicago,IL,60653,Cook,11/06/2019,10/31/2026,N
"Guth & Associates, Llc",True,481013224,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Guth & Associates, Llc",Champaign,IL,61820,Champaign,12/05/2019,10/31/2026,N
Mcguire Realty Llc,True,481013233,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Mcguire Realty Llc,Tinley Park,IL,60477,Cook,12/16/2019,10/31/2026,N
"Gallery Homes Usa, Llc",True,481013237,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Gallery Homes Real Estate,Edwards,IL,61528,Peoria,01/03/2020,10/31/2026,N
"Pcs Realty, Llc",True,481013247,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Pcs Realty, Llc",Matteson,IL,60443,Cook,01/16/2020,10/31/2026,N
Zoim Realty Group Llc,True,481013248,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Zoim Realty Group Llc,Chicago,IL,60637,Cook,01/16/2020,10/31/2026,N
Dream Ln. Properties,True,481013257,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Dream Ln. Properties,Chicago,IL,60611,Cook,01/28/2020,10/31/2026,N
Morpheasy Llc,True,481013262,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Morpheasy Real Estate Group,Chicago,IL,60622,Cook,02/03/2020,10/31/2026,N
Next Level Homes Llc,True,481013279,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Next Level Homes Llc,Matteson,IL,60443,Cook,03/16/2020,10/31/2026,N
Z To A Realty Llc,True,481013281,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Z To A Realty Llc,Chicago,IL,60647,Cook,03/19/2020,10/31/2026,N
Lathus Realtors,True,481013283,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Lathus Realtors,Peotone,IL,60468,Will,03/23/2020,10/31/2026,N
"Andersen Realty Group, Llc",True,481013302,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Andersen Realty Group, Llc",Burr Ridge,IL,60527,Cook,04/03/2020,10/31/2026,N
Gspang Llc,True,481013309,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,G-Spang Real Estate And Property Management,Chicago,IL,60626,Cook,04/13/2020,10/31/2026,N
Dls Realty Group Llc,True,481013311,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Dls Realty Group Llc,Riverdale,IL,60827,Cook,04/20/2020,10/31/2026,N
Davis Real Estate Llc,True,481013322,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Davis Real Estate Llc,Caseyville,IL,62232,Saint Clair,05/12/2020,10/31/2026,N
Marcus Real Estate Group Llc,True,481013334,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,My Discount Broker,Glenview,IL,60025,Cook,05/18/2020,10/31/2026,N
Block 22 Realty Llc,True,481013346,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Block 22 Realty Llc,Frankfort,IL,60423,Will,06/10/2020,10/31/2026,N
Star Grieff Realty,True,481013383,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Star Grieff Realty,Pontiac,IL,61764,Livingston,08/04/2020,10/31/2026,N
"Milestone Real Estate, Llc",True,481013400,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Milestone Real Estate, Llc",Naperville,IL,60540,Dupage,08/24/2020,10/31/2026,N
Luxe Realty Studio Llc,True,481013416,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Luxe Realty Studio Llc,Cicero,IL,60804,,09/11/2020,10/31/2026,N
Premier Chicago Llc,True,481013424,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Premier Chicago Real Estate,Chicago,IL,60607,Cook,09/23/2020,10/31/2026,N
One Main Management Llc,True,481013442,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,One Main,Champaign,IL,61820,Champaign,10/29/2020,10/31/2026,N
Red Carpet Realty Llc,True,481013451,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Red Carpet Realty Llc,Chicago,IL,60630,Cook,11/18/2020,10/31/2026,N
Bel Real Estate Advisors Llc,True,481013486,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Bel Real Estate Advisors Llc,Oak Brook,IL,60523,Dupage,01/05/2021,10/31/2026,N
Fresh Nest Realty,True,481013516,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Fresh Nest Realty,Burr Ridge,IL,60527,Cook,02/05/2021,10/31/2026,N
A&R Realty Llc,True,481013519,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,A&R Realty Llc,Chicago,IL,60707,Cook,02/08/2021,10/31/2026,N
A Squared Realty Llc,True,481013527,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,A Squared Realty Llc,Elgin,IL,60123,Kane,02/24/2021,10/31/2026,N
City Way Realty Llc,True,481013536,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,City Way Realty Llc,Chicago,IL,60641,Cook,03/03/2021,10/31/2026,N
Third City Properties Llc,True,481013544,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Third City Properties Llc,Chicago,IL,60640,,03/11/2021,10/31/2026,N
Midwest Homes Of Il Llc,True,481013587,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Midwest Homes Of Il Llc,Oak Lawn,IL,60453,Cook,05/13/2021,10/31/2026,N
Oikos Realty Llc,True,481013609,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Oikos Realty Llc,Chicago,IL,60607,Cook,06/14/2021,10/31/2026,N
Fern Hill Realty Llc,True,481013637,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Fern Hill Realty Llc,Lake Bluff,IL,60044,Cook,07/23/2021,10/31/2026,N
Labounty Real Estate Llc,True,481013644,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Labounty Real Estate Llc,Elmhurst,IL,60126,Dupage,08/06/2021,10/31/2026,N
Taty Management Llc,True,481013652,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Taty Management Llc,Chicago,IL,60642,Cook,08/23/2021,10/31/2026,N
Tatman Evans Realty Llc,True,481013659,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Tatman Evans Realty Llc,Monmouth,IL,61462,Warren,09/02/2021,10/31/2026,N
Liogas Realty Llc,True,481013670,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Liogas Realty Llc,Grayslake,IL,60030,Lake,09/10/2021,10/31/2026,N
Hold My License Llc,True,481013679,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Hold My License Llc,Algonquin,IL,60102,Mchenry,10/01/2021,10/31/2026,N
Specialty Brokerage Company  Llc,True,481013684,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Coldwell Banker Market Connections,Mokena,IL,60448,Will,10/12/2021,10/31/2026,N
"Agg Realty Group, Llc",True,481013693,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Agg Realty Group, Llc",Oak Park,IL,60304,Cook,10/21/2021,10/31/2026,N
North Western Realty Llc,True,481013709,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,North Western Realty Llc,Schaumburg,IL,60173,Cook,11/23/2021,10/31/2026,N
Third Street Realty Llc,True,481013724,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Third Street Realty Llc,Bunker Hill,IL,62014,Macoupin,12/14/2021,10/31/2026,N
Contrail Homes Llc,True,481013745,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Contrail Homes Llc,Gurnee,IL,60031,Lake,01/21/2022,10/31/2026,N
Capps Realty,True,481013753,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Capps Realty,Mount Vernon,IL,62864,Jefferson,01/28/2022,10/31/2026,N
"Armstrong Real Estate, Llc",True,481013773,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Armstrong Real Estate, Llc",Monmouth,IL,61462,Warren,03/08/2022,10/31/2026,N
Claritas Property Management Llc,True,481013783,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Claritas Property Management Llc,Woodridge,IL,60517,Dupage,03/15/2022,10/31/2026,N
"National Land Realty Il, Llc",True,481013795,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"National Land Realty Il, Llc",Rushville,IL,62681,Schuyler,03/30/2022,10/31/2026,N
"Starland Real Estate Education And Management, Llc",True,481013852,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Starland Real Estate Education And Management, Llc",Chicago,IL,60649,Cook,08/02/2022,10/31/2026,N
Whitten Real Estate Agency Pllc,True,481013872,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Whitten Real Estate Agency Pllc,Effingham,IL,62401,Effingham,09/01/2022,10/31/2026,N
Parris Monroe Partners Llc,True,481013876,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Parris Monroe Partners Llc,Wilmette,IL,60091,Cook,09/19/2022,10/31/2026,N
Zachary Jones Real Estate Llc,True,481013879,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Zachary Jones Real Estate Llc,St Charles,IL,60175,Kane,09/27/2022,10/31/2026,N
Nb Elite Realty,True,481013880,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Nb Elite Realty,Chicago,IL,60603,Cook,09/27/2022,10/31/2026,N
Fivegoldkeys Llc,True,481013884,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Nexthome Qc Realty,Moline,IL,61265,Rock Island,09/29/2022,10/31/2026,N
Osage Land Company Llc,True,481013892,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Osage Land Company Llc,Pittsfield,IL,62363,Pike,10/13/2022,10/31/2026,N
M Property Group Llc,True,481013896,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,M Property Group Llc,Aurora,IL,60504,Dupage,10/24/2022,10/31/2026,N
Interfirst Realty Llc,True,481013918,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Home One Realty,Wheeling,IL,60090,Cook,12/01/2022,10/31/2026,N
L6 Realty Llc,True,481013921,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,L6 Realty Llc,Arlington Heights,IL,60005,Cook,12/12/2022,10/31/2026,N
Core Industrial Realty Llc,True,481013924,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Core Industrial Realty Llc,Oak Brook,IL,60523,Dupage,12/12/2022,10/31/2026,N
The Bb Realty Group Pllc,True,481013932,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,The Bebe Realty Group Pllc,Peoria,IL,61604,Peoria,12/30/2022,10/31/2026,N
Tina Cathryn Browne,True,481013949,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Tina Cathryn Browne,Chicago,IL,60613,Cook,02/02/2023,10/31/2026,N
Kaze Realty Llc,True,481013950,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Kaze Realty Llc,Matteson,IL,60443,Cook,02/07/2023,10/31/2026,N
"Pathway Realty, Pllc",True,481013991,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Pathway Realty, Pllc",Champaign,IL,61820,Champaign,04/07/2023,10/31/2026,N
Royse & Brinkmeyer Apartments Llc,True,481013999,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Royse & Brinkmeyer Apartments Llc,Champaign,IL,61820,Champaign,04/19/2023,10/31/2026,N
Marathon Realty Group Llc,True,481014005,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Marathon Realty Group Llc,Naperville,IL,60564,Will,04/26/2023,10/31/2026,N
Carle Health Real Estate Llc,True,481014006,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Carle Health Real Estate Llc,Urbana,IL,61801,Champaign,04/28/2023,10/31/2026,N
"Right Way Leasing, Llc",True,481014010,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Right Way Leasing, Llc",Palatine,IL,60074,Cook,05/04/2023,10/31/2026,N
Cassea Realty Llc,True,481014012,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Cassea Realty Llc,Bolingbrook,IL,60440,Will,05/16/2023,10/31/2026,N
Ci Realty Llc,True,481014025,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Bhhs Central Illinois, Realtors",Bloomington,IL,61701,Mclean,05/26/2023,10/31/2026,N
Edge Realty Llc,True,481014034,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Edge Realty Llc,Naperville,IL,60540,Dupage,06/21/2023,10/31/2026,N
High Society Realty Llc,True,481014042,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,High Society Realty Llc,Markham,IL,60428,Cook,07/05/2023,10/31/2026,N
Call Berk Realty And Management Llc,True,481014048,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Call Berk Realty And Management Llc,Chicago,IL,60625,Cook,07/12/2023,10/31/2026,N
Lsh Realty And Property Management Llc,True,481014051,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Lsh Realty And Property Management Llc,Minooka,IL,60447,Will,07/18/2023,10/31/2026,N
Midwest Realty And Brokerage Llc,True,481014053,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Midwest Realty And Brokerage Llc,Westmont,IL,60559,Dupage,07/19/2023,10/31/2026,N
Ajm Realty Services Llc,True,481014073,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Ajm Realty Services Llc,Chicago,IL,60628,Cook,09/01/2023,10/31/2026,N
Prairie Heart Real Estate Llc,True,481014096,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Prairie Heart Real Estate Llc,Robinson,IL,62454,Crawford,10/24/2023,10/31/2026,N
Fair & Safe Realty Llc,True,481014104,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Fair & Safe Realty Llc,Bolingbrook,IL,60490,Will,11/07/2023,10/31/2026,N
Capital Commercial Real Estate Brokerage  Llc,True,481014107,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Capital Commercial Real Estate Brokerage  Llc,Naperville,IL,60540,Dupage,11/14/2023,10/31/2026,N
"Ca Residential, Llc",True,481014123,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Ca Residential, Llc",Chicago,IL,60654,Cook,12/08/2023,10/31/2026,N
"The Move Smart Group, Llc",True,481014139,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Move Smart Realty,Peoria,IL,61614,Peoria,01/03/2024,10/31/2026,N
Stence Realty Team Llc,True,481014140,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Stence Realty Team Llc,Marshall,IL,62441,Clark,01/03/2024,10/31/2026,N
Rdp Industries Llc,True,481014153,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Rdp Industries Llc,Marengo,IL,60152,Mchenry,02/05/2024,10/31/2026,N
Sanchez Realty Llc,True,481014163,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Sanchez Realty Llc,Frankfort,IL,60423,Will,02/21/2024,10/31/2026,N
Marker Elm Llc,True,481014168,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Marker Elm Llc,Winnetka,IL,60093,Cook,02/28/2024,10/31/2026,N
"New Chapter Realty, Llc",True,481014171,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"New Chapter Realty, Llc",Chicago,IL,60638,Cook,03/05/2024,10/31/2026,N
Savills Inc,True,478000140,LICENSED REAL ESTATE BROKER CORPORATION,Savills Inc,Chicago,IL,60606,Cook,03/31/1996,10/31/2026,N
Joseph Cacciatore & Co  Inc,True,478000533,LICENSED REAL ESTATE BROKER CORPORATION,Joseph Cacciatore & Co  Inc,Chicago,IL,60607,Cook,03/31/1996,10/31/2026,N
Wirtz Corporation,True,478000725,LICENSED REAL ESTATE BROKER CORPORATION,Wirtz Corporation,Chicago,IL,60601,Cook,03/31/1996,10/31/2026,N
Lincoln National Realty,True,478000800,LICENSED REAL ESTATE BROKER CORPORATION,Century 21 Lincoln National Realty,East Peoria,IL,61611,Tazewell,03/31/1996,10/31/2026,N
"Weber Insurance And Realty Brokers, Inc.",True,478001033,LICENSED REAL ESTATE BROKER CORPORATION,"Weber Insurance And Realty Brokers, Inc.",Robinson,IL,62454,Crawford,03/31/1996,10/31/2026,N
Karges Inc,True,478001035,LICENSED REAL ESTATE BROKER CORPORATION,Karges Commercial,Joliet,IL,60435,Will,03/31/1996,10/31/2026,N
It Group Real Estate Llc,True,481014214,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,It Group Real Estate Llc,Chicago,IL,60707,Cook,05/09/2024,10/31/2026,N
Chicagoland Property Network Llc,True,481014221,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Chicagoland Property Network Llc,Chicago,IL,60626,Cook,05/20/2024,10/31/2026,N
Rishawn Boone Enterprise Llc,True,481014223,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Ramm Real Estate Group,Oakbrook Terrace,IL,60181,Dupage,05/20/2024,10/31/2026,N
Hiyalita Llc,True,481014225,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Hiyalita,Evanston,IL,60201,Cook,05/22/2024,10/31/2026,N
"Infront, Llc",True,481014237,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Infront Real Estate,Naperville,IL,60540,Dupage,06/17/2024,10/31/2026,N
"Liem Sisters, Llc",True,481014275,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Liem Sisters, Llc",Lincolnwood,IL,60712,Cook,09/11/2024,10/31/2026,N
"Realty Of America, Llc",True,481014276,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Realty Of America, Llc",Berwyn,IL,60402,Cook,09/17/2024,10/31/2026,N
Comstock Realty Group Llc,True,481014313,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Comstock Realty Group Llc,Naperville,IL,60565,Dupage,11/22/2024,10/31/2026,N
Segovia Partners Illinois,True,481014325,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Segovia Partners Illinois,Rosemont,IL,60018,Cook,12/26/2024,10/31/2026,N
Archpoint Property Llc,True,481014338,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Archpoint Property Llc,Libertyville,IL,60048,Lake,01/13/2025,10/31/2026,N
11 Arrows Realty And Management Llc,True,481014344,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,11 Arrows Realty And Management Llc,Des Plaines,IL,60018,Cook,01/31/2025,10/31/2026,N
Dearborn Realty Ltd,True,478001299,LICENSED REAL ESTATE BROKER CORPORATION,Dearborn Realty Ltd,Roselle,IL,60172,Dupage,03/31/1996,10/31/2026,N
Road To Close Realty Llc,True,481014361,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Road To Close Realty Llc,Antioch,IL,60002,Lake,02/26/2025,10/31/2026,N
"Studio Oakley Management, Llc",True,481014381,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Studio Oakley Management, Llc",Chicago,IL,60622,Cook,03/17/2025,10/31/2026,N
Percent One Llc,True,481014409,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Percent One Llc,Highland Park,IL,60035,Lake,04/25/2025,10/31/2026,N
Ckm Multifamily Properties Llc,True,481014427,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Ckm Multifamily Properties Llc,Chicago,IL,60637,Cook,05/22/2025,10/31/2026,N
Wishtan Homeservices Llc,True,481014452,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Wishtan Homeservices Llc,Macomb,IL,61455,Mcdonough,06/27/2025,10/31/2026,N
Alec Realty Group Llc,True,481014476,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Alec Realty Group Llc,Chicago,IL,60602,,08/05/2025,10/31/2026,N
Markley Realty Llc,True,481014489,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Gorsuch Realty & Auction,Cuba,IL,61427,Fulton,08/21/2025,10/31/2026,N
Westmont Realty,True,481014492,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Westmont Realty,Westmont,IL,60559,Dupage,08/25/2025,10/31/2026,N
